1,1,,i
2,0.999977,,i
3,0.999909,,i
4,0.999795,,i
5,0.999635,,i
6,0.99943,,i
7,0.99918,,i
8,0.998884,,i
9,0.998542,,i
10,0.998155,,i
11,0.997722,,i
12,0.997244,,i
13,0.996721,,i
14,0.996152,,i
15,0.995537,,i
16,0.994878,,i
17,0.994173,,i
18,0.993422,,i
19,0.992626,,i
20,0.991786,,i
21,0.9909,,i
22,0.989968,,i
23,0.988992,,i
24,0.987971,,i
25,0.986904,,i
26,0.985793,,i
27,0.984636,,i
28,0.983435,,i
29,0.982189,,i
30,0.980898,,i
31,0.979563,,i
32,0.978183,,i
33,0.976758,,i
34,0.975289,,i
35,0.973775,,i
36,0.972217,,i
37,0.970615,,i
38,0.968968,,i
39,0.967277,,i
40,0.965543,,i
41,0.963764,,i
42,0.961941,,i
43,0.960074,,i
44,0.958164,,i
45,0.95621,,i
46,0.954212,,i
47,0.952171,,i
48,0.950087,,i
49,0.947959,,i
50,0.945788,,i
51,0.943574,,i
52,0.941317,,i
53,0.939017,,i
54,0.936675,,i
55,0.934289,,i
56,0.931861,,i
57,0.929391,,i
58,0.926878,,i
59,0.924323,,i
60,0.921726,,i
61,0.919086,,i
62,0.916405,,i
63,0.913683,,i
64,0.910918,,i
65,0.908112,,i
66,0.905265,,i
67,0.902376,,i
68,0.899446,,i
69,0.896476,,i
70,0.893464,,i
71,0.890412,,i
72,0.887319,,i
73,0.884186,,i
74,0.881012,,i
75,0.877798,,i
76,0.874544,,i
77,0.871251,,i
78,0.867918,,i
79,0.864545,,i
80,0.861132,,i
81,0.857681,,i
82,0.85419,,i
83,0.850661,,i
84,0.847093,,i
85,0.843486,,i
86,0.83984,,i
87,0.836157,,i
88,0.832435,,i
89,0.828675,,i
90,0.824878,,i
91,0.821043,,i
92,0.817171,,i
93,0.813261,,i
94,0.809314,,i
95,0.805331,,i
96,0.80131,,i
97,0.797253,,i
98,0.79316,,i
99,0.789031,,i
100,0.784866,,i
101,0.780665,,i
102,0.776428,,i
103,0.772156,,i
104,0.767849,,i
105,0.763507,,i
106,0.75913,,i
107,0.754718,,i
108,0.750272,,i
109,0.745792,,i
110,0.741278,,i
111,0.73673,,i
112,0.732149,,i
113,0.727534,,i
114,0.722886,,i
115,0.718205,,i
116,0.713491,,i
117,0.708745,,i
118,0.703967,,i
119,0.699156,,i
120,0.694314,,i
121,0.68944,,i
122,0.684534,,i
123,0.679598,,i
124,0.67463,,i
125,0.669632,,i
126,0.664603,,i
127,0.659543,,i
128,0.654454,,i
129,0.649335,,i
130,0.644187,,i
131,0.639008,,i
132,0.633801,,i
133,0.628565,,i
134,0.623301,,i
135,0.618008,,i
136,0.612686,,i
137,0.607337,,i
138,0.60196,,i
139,0.596556,,i
140,0.591125,,i
141,0.585666,,i
142,0.580181,,i
143,0.57467,,i
144,0.569132,,i
145,0.563568,,i
146,0.557979,,i
147,0.552364,,i
148,0.546724,,i
149,0.541059,,i
150,0.53537,,i
151,0.529656,,i
152,0.523918,,i
153,0.518156,,i
154,0.512371,,i
155,0.506562,,i
156,0.50073,,i
157,0.494875,,i
158,0.488998,,i
159,0.483098,,i
160,0.477176,,i
161,0.471233,,i
162,0.465268,,i
163,0.459282,,i
164,0.453275,,i
165,0.447248,,i
166,0.4412,,i
167,0.435131,,i
168,0.429043,,i
169,0.422936,,i
170,0.416809,,i
171,0.410663,,i
172,0.404499,,i
173,0.398316,,i
174,0.392115,,i
175,0.385896,,i
176,0.379659,,i
177,0.373406,,i
178,0.367135,,i
179,0.360847,,i
180,0.354543,,i
181,0.348223,,i
182,0.341887,,i
183,0.335535,,i
184,0.329168,,i
185,0.322787,,i
186,0.31639,,i
187,0.309979,,i
188,0.303554,,i
189,0.297115,,i
190,0.290662,,i
191,0.284196,,i
192,0.277718,,i
193,0.271226,,i
194,0.264722,,i
195,0.258207,,i
196,0.251679,,i
197,0.24514,,i
198,0.23859,,i
199,0.232029,,i
200,0.225457,,i
201,0.218875,,i
202,0.212283,,i
203,0.205681,,i
204,0.19907,,i
205,0.19245,,i
206,0.185822,,i
207,0.179184,,i
208,0.172539,,i
209,0.165886,,i
210,0.159225,,i
211,0.152557,,i
212,0.145881,,i
213,0.1392,,i
214,0.132512,,i
215,0.125818,,i
216,0.119118,,i
217,0.112412,,i
218,0.105702,,i
219,0.0989868,,i
220,0.0922671,,i
221,0.0855431,,i
222,0.0788153,,i
223,0.0720839,,i
224,0.0653492,,i
225,0.0586115,,i
226,0.0518711,,i
227,0.0451284,,i
228,0.0383837,,i
229,0.0316371,,i
230,0.0248892,,i
231,0.0181401,,i
232,0.0113901,,i
233,0.00463969,,i
234,-0.00211096,,
235,-0.00886152,,
236,-0.0156117,,
237,-0.0223611,,
238,-0.0291096,,
239,-0.0358567,,
240,-0.0426021,,
241,-0.0493456,,
242,-0.0560869,,
243,-0.0628256,,
244,-0.0695615,,
245,-0.0762942,,
246,-0.0830234,,
247,-0.0897488,,
248,-0.0964702,,
249,-0.103187,,
250,-0.109899,,
251,-0.116607,,
252,-0.123308,,
253,-0.130005,,
254,-0.136695,,
255,-0.143379,,
256,-0.150057,,
257,-0.156728,,
258,-0.163391,,
259,-0.170047,,
260,-0.176696,,
261,-0.183336,,
262,-0.189968,,
263,-0.196592,,
264,-0.203206,,
265,-0.209811,,
266,-0.216407,,
267,-0.222993,,
268,-0.229568,,
269,-0.236133,,
270,-0.242688,,
271,-0.249231,,
272,-0.255763,,
273,-0.262283,,
274,-0.268791,,
275,-0.275287,,
276,-0.281771,,
277,-0.288242,,
278,-0.294699,,
279,-0.301143,,
280,-0.307574,,
281,-0.31399,,
282,-0.320392,,
283,-0.32678,,
284,-0.333152,,
285,-0.33951,,
286,-0.345851,,
287,-0.352178,,
288,-0.358488,,
289,-0.364781,,
290,-0.371059,,
291,-0.377319,,
292,-0.383562,,
293,-0.389787,,
294,-0.395995,,
295,-0.402185,,
296,-0.408356,,
297,-0.414509,,
298,-0.420643,,
299,-0.426758,,
300,-0.432853,,
301,-0.438929,,
302,-0.444984,,
303,-0.45102,,
304,-0.457034,,
305,-0.463028,,
306,-0.469001,,
307,-0.474953,,
308,-0.480882,,
309,-0.48679,,
310,-0.492676,,
311,-0.498539,,
312,-0.50438,,
313,-0.510197,,
314,-0.515992,,
315,-0.521762,,
316,-0.527509,,
317,-0.533232,,
318,-0.538931,,
319,-0.544605,,
320,-0.550255,,
321,-0.555879,,
322,-0.561478,,
323,-0.567051,,
324,-0.572598,,
325,-0.57812,,
326,-0.583615,,
327,-0.589083,,
328,-0.594525,,
329,-0.599939,,
330,-0.605326,,
331,-0.610686,,
332,-0.616018,,
333,-0.621321,,
334,-0.626597,,
335,-0.631843,,
336,-0.637061,,
337,-0.64225,,
338,-0.64741,,
339,-0.65254,,
340,-0.657641,,
341,-0.662711,,
342,-0.667751,,
343,-0.672761,,
344,-0.67774,,
345,-0.682689,,
346,-0.687606,,
347,-0.692492,,
348,-0.697346,,
349,-0.702169,,
350,-0.706959,,
351,-0.711717,,
352,-0.716443,,
353,-0.721136,,
354,-0.725797,,
355,-0.730424,,
356,-0.735018,,
357,-0.739579,,
358,-0.744105,,
359,-0.748598,,
360,-0.753057,,
361,-0.757481,,
362,-0.761871,,
363,-0.766227,,
364,-0.770547,,
365,-0.774832,,
366,-0.779082,,
367,-0.783296,,
368,-0.787475,,
369,-0.791618,,
370,-0.795724,,
371,-0.799795,,
372,-0.803829,,
373,-0.807826,,
374,-0.811787,,
375,-0.81571,,
376,-0.819597,,
377,-0.823446,,
378,-0.827257,,
379,-0.831031,,
380,-0.834767,,
381,-0.838465,,
382,-0.842125,,
383,-0.845746,,
384,-0.849329,,
385,-0.852873,,
386,-0.856378,,
387,-0.859844,,
388,-0.863271,,
389,-0.866659,,
390,-0.870007,,
391,-0.873315,,
392,-0.876584,,
393,-0.879813,,
394,-0.883002,,
395,-0.88615,,
396,-0.889258,,
397,-0.892325,,
398,-0.895352,,
399,-0.898338,,
400,-0.901283,,
401,-0.904188,,
402,-0.90705,,
403,-0.909872,,
404,-0.912652,,
405,-0.91539,,
406,-0.918087,,
407,-0.920742,,
408,-0.923355,,
409,-0.925926,,
410,-0.928454,,
411,-0.930941,,
412,-0.933385,,
413,-0.935786,,
414,-0.938145,,
415,-0.940461,,
416,-0.942734,,
417,-0.944964,,
418,-0.947151,,
419,-0.949295,,
420,-0.951396,,
421,-0.953453,,
422,-0.955467,,
423,-0.957437,,
424,-0.959364,,
