1,0,,
2,0.0188673,,
3,0.0377279,,
4,0.056575,,
5,0.0754021,,
6,0.0942022,,
7,0.112969,,
8,0.131695,,
9,0.150375,,
10,0.169001,,
11,0.187567,,
12,0.206066,,
13,0.224491,,
14,0.242837,,
15,0.261097,,
16,0.279263,,
17,0.29733,,
18,0.315291,,
19,0.33314,,
20,0.35087,,
21,0.368475,,
22,0.38595,,
23,0.403286,,
24,0.42048,,
25,0.437523,,
26,0.454411,,
27,0.471137,,
28,0.487695,,
29,0.50408,,
30,0.520285,,
31,0.536305,,
32,0.552134,,
33,0.567766,,
34,0.583196,,
35,0.598419,,
36,0.613429,,
37,0.62822,,
38,0.642788,,
39,0.657126,,
40,0.671231,,
41,0.685097,,
42,0.698719,,
43,0.712092,,
44,0.725212,,
45,0.738074,,
46,0.750672,,
47,0.763004,,
48,0.775064,,
49,0.786848,,
50,0.798352,,
51,0.809571,,
52,0.820503,,
53,0.831142,,
54,0.841485,,
55,0.851529,,
56,0.86127,,
57,0.870704,,
58,0.879828,,
59,0.888639,,
60,0.897133,,
61,0.905308,,
62,0.913161,,
63,0.920689,,
64,0.927889,,
65,0.934759,,
66,0.941296,,
67,0.947497,,
68,0.953362,,
69,0.958887,,
70,0.96407,,
71,0.968911,,
72,0.973406,,
73,0.977555,,
74,0.981356,,
75,0.984808,,
76,0.987909,,
77,0.990658,,
78,0.993055,,
79,0.995098,,
80,0.996786,,
81,0.99812,,
82,0.999099,,
83,0.999722,,
84,0.999989,,
85,0.9999,,
86,0.999455,,
87,0.998654,,
88,0.997498,,
89,0.995986,,
90,0.99412,,
91,0.9919,,
92,0.989327,,
93,0.986402,,
94,0.983126,,
95,0.979499,,
96,0.975524,,
97,0.971202,,
98,0.966534,,
99,0.961521,,
100,0.956167,,
101,0.950472,,
102,0.944438,,
103,0.938069,,
104,0.931365,,
105,0.92433,,
106,0.916966,,
107,0.909275,,
108,0.901261,,
109,0.892926,,
110,0.884273,,
111,0.875305,,
112,0.866025,,
113,0.856438,,
114,0.846545,,
115,0.836351,,
116,0.825859,,
117,0.815073,,
118,0.803997,,
119,0.792635,,
120,0.78099,,
121,0.769068,,
122,0.756872,,
123,0.744406,,
124,0.731675,,
125,0.718684,,
126,0.705437,,
127,0.691939,,
128,0.678194,,
129,0.664208,,
